customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0271-CHURN,Female,0,Yes,No,57,Yes,No,One year,Mailed check,30.71,1756.41,No
0272-CHURN,Female,0,Yes,No,64,Yes,Fiber optic,Two year,Mailed check,112.8,7141.3,No
0273-CHURN,Female,0,No,No,15,Yes,DSL,One year,Mailed check,68.64,1014.25,No
0274-CHURN,Female,0,Yes,No,1,No,Fiber optic,Month-to-month,Credit card,92.03,94.45,Yes
0275-CHURN,Female,0,Yes,No,66,Yes,No,Two year,Credit card,28.57,1833.56,No
0276-CHURN,Female,0,Yes,No,4,Yes,No,Month-to-month,Credit card,29.18,116.27,No
0277-CHURN,Female,0,Yes,No,8,No,DSL,Month-to-month,Bank transfer,62.68,501.78,Yes
0278-CHURN,Female,0,No,No,7,Yes,Fiber optic,Month-to-month,Bank transfer,104.95,732.0,Yes
0279-CHURN,Female,0,No,No,11,Yes,Fiber optic,Month-to-month,Mailed check,115.35,1280.82,Yes
0280-CHURN,Female,0,No,No,69,Yes,Fiber optic,One year,Bank transfer,99.75,6686.87,No
0281-CHURN,Female,0,Yes,No,20,Yes,Fiber optic,Two year,Electronic check,106.33,2175.72,No
0282-CHURN,Male,0,Yes,No,64,Yes,Fiber optic,One year,Mailed check,103.14,6601.04,No
0283-CHURN,Male,0,No,Yes,50,Yes,No,Two year,Bank transfer,32.44,1627.22,No
0284-CHURN,Male,0,Yes,No,72,Yes,No,Two year,Bank transfer,32.03,2301.01,No
0285-CHURN,Female,0,No,No,64,Yes,Fiber optic,Two year,Electronic check,117.69,7507.08,No
0286-CHURN,Male,1,Yes,No,44,Yes,Fiber optic,Two year,Electronic check,100.39,4334.13,No
0287-CHURN,Male,0,No,No,39,Yes,Fiber optic,One year,Electronic check,113.64,4433.13,No
0288-CHURN,Female,0,Yes,No,8,No,DSL,Month-to-month,Credit card,54.89,437.05,No
0289-CHURN,Male,1,Yes,No,66,Yes,Fiber optic,Two year,Electronic check,101.1,6659.84,No
0290-CHURN,Female,0,No,No,20,Yes,Fiber optic,Month-to-month,Credit card,98.78,1917.97,No
0291-CHURN,Male,0,No,No,35,Yes,DSL,One year,Credit card,69.97,2394.71,No
0292-CHURN,Male,0,Yes,Yes,40,Yes,No,Two year,Credit card,28.63,1163.28,No
0293-CHURN,Female,1,No,No,38,No,No,One year,Bank transfer,19.74,746.48,No
0294-CHURN,Male,1,No,No,70,Yes,No,Two year,Credit card,29.38,2086.57,No
0295-CHURN,Male,0,Yes,No,14,Yes,Fiber optic,One year,Electronic check,117.53,1612.95,Yes
0296-CHURN,Female,0,Yes,Yes,63,Yes,Fiber optic,One year,Electronic check,111.17,7087.0,No
0297-CHURN,Female,0,Yes,Yes,68,Yes,No,Two year,Credit card,30.05,2017.54,No
0298-CHURN,Male,1,Yes,Yes,16,Yes,DSL,One year,Electronic check,76.18,1233.88,No
0299-CHURN,Female,1,No,Yes,35,Yes,Fiber optic,Month-to-month,Electronic check,99.28,3388.65,No
0300-CHURN,Male,0,Yes,No,7,Yes,No,Month-to-month,Electronic check,29.67,205.62,No
0301-CHURN,Male,0,Yes,No,3,No,Fiber optic,Month-to-month,Mailed check,98.29,288.14,Yes
0302-CHURN,Female,0,Yes,No,8,Yes,No,Month-to-month,Mailed check,28.27,227.92,No
0303-CHURN,Female,0,No,No,2,Yes,Fiber optic,Month-to-month,Electronic check,100.92,200.54,Yes
0304-CHURN,Female,0,Yes,No,24,Yes,DSL,One year,Mailed check,76.43,1787.47,No
0305-CHURN,Female,0,Yes,No,4,Yes,DSL,Month-to-month,Bank transfer,65.69,263.18,No
0306-CHURN,Female,0,Yes,No,7,Yes,Fiber optic,One year,Credit card,116.43,791.78,No
0307-CHURN,Female,0,No,No,23,Yes,DSL,Two year,Electronic check,64.44,1510.44,No
0308-CHURN,Male,1,Yes,No,5,Yes,Fiber optic,Month-to-month,Electronic check,115.76,594.02,Yes
0309-CHURN,Female,0,No,No,7,Yes,DSL,Month-to-month,Mailed check,69.81,497.76,Yes
0310-CHURN,Male,0,Yes,Yes,7,Yes,No,One year,Credit card,30.87,221.94,No
0311-CHURN,Male,0,Yes,No,3,Yes,DSL,Two year,Electronic check,67.22,206.46,No
0312-CHURN,Male,1,No,No,26,No,Fiber optic,One year,Electronic check,93.47,2487.81,No
0313-CHURN,Male,0,Yes,No,59,Yes,Fiber optic,Two year,Electronic check,107.84,6265.38,No
0314-CHURN,Female,0,No,No,1,Yes,No,Month-to-month,Mailed check,29.78,29.3,Yes
0315-CHURN,Female,0,No,No,7,Yes,Fiber optic,Month-to-month,Mailed check,99.55,709.79,Yes
0316-CHURN,Female,0,No,Yes,10,Yes,No,Month-to-month,Bank transfer,29.77,297.55,No
0317-CHURN,Male,0,No,No,10,No,Fiber optic,Month-to-month,Bank transfer,93.09,955.6,Yes
0318-CHURN,Male,0,Yes,Yes,61,Yes,DSL,Two year,Mailed check,75.74,4730.26,No
0319-CHURN,Male,1,Yes,No,18,Yes,Fiber optic,One year,Electronic check,114.77,2114.6,No
0320-CHURN,Male,0,No,No,48,Yes,Fiber optic,One year,Mailed check,100.83,4789.35,Yes
0321-CHURN,Female,1,No,Yes,12,Yes,Fiber optic,One year,Bank transfer,112.6,1321.44,Yes
0322-CHURN,Female,0,No,No,17,Yes,Fiber optic,Month-to-month,Electronic check,107.02,1838.76,Yes
0323-CHURN,Female,0,Yes,Yes,48,Yes,Fiber optic,Two year,Bank transfer,115.37,5518.02,No
0324-CHURN,Male,0,Yes,Yes,60,Yes,DSL,Two year,Mailed check,67.11,4131.44,No
0325-CHURN,Female,0,No,No,48,No,DSL,One year,Bank transfer,54.32,2662.72,No
0326-CHURN,Female,0,Yes,Yes,47,Yes,No,One year,Electronic check,32.0,1542.7,No
0327-CHURN,Female,0,Yes,No,40,Yes,Fiber optic,Two year,Bank transfer,115.37,4633.59,No
0328-CHURN,Female,0,Yes,Yes,3,Yes,DSL,Month-to-month,Electronic check,75.61,227.19,No
0329-CHURN,Male,0,No,Yes,6,Yes,DSL,Month-to-month,Electronic check,67.94,416.13,No
0330-CHURN,Male,0,Yes,No,60,Yes,Fiber optic,Two year,Credit card,98.62,5921.42,No
0331-CHURN,Male,1,No,No,4,Yes,No,Month-to-month,Mailed check,28.7,117.56,No
0332-CHURN,Female,0,Yes,Yes,65,Yes,DSL,Two year,Mailed check,76.79,4851.92,No
0333-CHURN,Male,0,No,No,9,Yes,Fiber optic,One year,Credit card,105.28,939.49,Yes
0334-CHURN,Male,0,No,No,65,Yes,DSL,One year,Mailed check,76.2,5052.51,No
0335-CHURN,Male,0,Yes,No,48,Yes,Fiber optic,One year,Bank transfer,117.62,5547.51,No
0336-CHURN,Male,0,No,Yes,9,Yes,DSL,One year,Electronic check,68.94,616.7,No
0337-CHURN,Female,1,Yes,No,66,Yes,DSL,Two year,Electronic check,74.65,4782.06,No
0338-CHURN,Female,0,Yes,No,18,Yes,Fiber optic,Month-to-month,Mailed check,101.38,1803.13,No
0339-CHURN,Male,0,No,Yes,21,Yes,Fiber optic,Two year,Credit card,105.67,2194.92,No
0340-CHURN,Male,0,Yes,No,57,Yes,Fiber optic,Month-to-month,Mailed check,112.1,6478.85,No
0341-CHURN,Male,0,Yes,No,5,Yes,DSL,Month-to-month,Electronic check,66.11,334.07,Yes
0342-CHURN,Male,0,Yes,No,68,No,Fiber optic,One year,Mailed check,94.4,6398.0,No
0343-CHURN,Male,0,Yes,No,67,Yes,DSL,One year,Electronic check,71.46,4853.46,No
0344-CHURN,Male,0,No,No,12,Yes,Fiber optic,One year,Credit card,111.82,1336.07,No
0345-CHURN,Male,1,Yes,No,15,Yes,DSL,Two year,Bank transfer,68.35,1021.23,No
0346-CHURN,Female,0,No,No,5,Yes,DSL,Month-to-month,Credit card,68.65,346.25,Yes
0347-CHURN,Female,0,No,No,57,Yes,DSL,Two year,Electronic check,64.65,3734.33,No
0348-CHURN,Male,0,Yes,No,60,Yes,Fiber optic,Two year,Electronic check,117.68,7207.77,No
0349-CHURN,Male,0,Yes,No,12,Yes,Fiber optic,One year,Mailed check,110.24,1342.83,No
0350-CHURN,Female,0,No,No,3,Yes,Fiber optic,Month-to-month,Credit card,108.61,329.16,Yes
0351-CHURN,Female,0,Yes,No,11,Yes,Fiber optic,Month-to-month,Mailed check,102.23,1128.68,No
0352-CHURN,Female,1,Yes,Yes,63,Yes,DSL,Two year,Credit card,70.32,4379.15,No
0353-CHURN,Female,1,Yes,No,70,Yes,DSL,Two year,Electronic check,69.71,4809.75,No
0354-CHURN,Male,1,No,No,3,Yes,DSL,Month-to-month,Bank transfer,66.88,204.77,Yes
0355-CHURN,Male,0,No,No,64,Yes,DSL,One year,Bank transfer,69.69,4518.32,No
0356-CHURN,Female,0,Yes,No,12,Yes,DSL,One year,Mailed check,66.05,800.47,No
0357-CHURN,Male,0,Yes,No,38,Yes,DSL,Two year,Mailed check,73.65,2758.2,No
0358-CHURN,Female,0,No,Yes,14,Yes,No,One year,Bank transfer,32.54,468.4,No
0359-CHURN,Female,0,No,No,59,Yes,Fiber optic,Two year,Mailed check,98.05,5639.63,No
0360-CHURN,Female,0,No,Yes,6,Yes,Fiber optic,Month-to-month,Electronic check,109.13,668.07,Yes
0361-CHURN,Male,0,No,No,56,Yes,Fiber optic,Two year,Electronic check,112.65,6198.93,Yes
0362-CHURN,Female,0,Yes,No,3,Yes,No,Month-to-month,Mailed check,32.54,96.99,No
0363-CHURN,Male,0,No,Yes,27,Yes,Fiber optic,One year,Mailed check,105.17,2827.3,Yes
0364-CHURN,Female,0,Yes,No,9,Yes,Fiber optic,Month-to-month,Mailed check,116.14,1055.46,Yes
0365-CHURN,Female,0,Yes,No,14,Yes,No,Two year,Mailed check,32.13,451.08,No
0366-CHURN,Male,0,No,No,4,No,Fiber optic,Month-to-month,Electronic check,98.5,386.58,Yes
0367-CHURN,Female,0,Yes,No,69,Yes,Fiber optic,Two year,Mailed check,103.14,6915.98,No
0368-CHURN,Female,0,No,Yes,15,Yes,Fiber optic,One year,Electronic check,111.06,1687.61,No
0369-CHURN,Male,0,Yes,Yes,9,Yes,Fiber optic,Month-to-month,Bank transfer,103.21,929.16,Yes
0370-CHURN,Male,0,No,No,2,Yes,Fiber optic,Month-to-month,Credit card,104.98,208.22,Yes
0371-CHURN,Male,0,No,No,65,Yes,Fiber optic,Month-to-month,Credit card,107.34,6886.9,No
0372-CHURN,Male,0,Yes,No,10,Yes,Fiber optic,Month-to-month,Credit card,107.96,1100.53,Yes
0373-CHURN,Male,0,No,Yes,69,Yes,Fiber optic,Two year,Electronic check,101.78,7147.35,No
0374-CHURN,Female,0,Yes,No,61,Yes,No,Two year,Electronic check,31.47,1957.22,No
0375-CHURN,Male,0,No,No,1,Yes,Fiber optic,Month-to-month,Bank transfer,117.84,115.85,No
0376-CHURN,Male,0,Yes,No,52,Yes,Fiber optic,Two year,Bank transfer,102.88,5462.73,No
0377-CHURN,Female,1,No,Yes,65,Yes,Fiber optic,One year,Electronic check,109.09,7297.42,Yes
0378-CHURN,Male,0,Yes,No,3,Yes,DSL,Month-to-month,Bank transfer,69.82,210.71,Yes
0379-CHURN,Female,0,Yes,Yes,68,No,No,Month-to-month,Mailed check,19.54,1292.62,No
0380-CHURN,Male,0,Yes,Yes,72,Yes,Fiber optic,Two year,Credit card,106.4,7753.77,No
0381-CHURN,Male,0,Yes,No,66,Yes,DSL,Two year,Credit card,73.99,4894.51,No
0382-CHURN,Female,0,No,No,64,Yes,Fiber optic,Two year,Electronic check,106.29,6889.11,No
0383-CHURN,Female,0,No,No,1,Yes,Fiber optic,One year,Electronic check,108.14,106.12,Yes
0384-CHURN,Female,1,No,No,5,Yes,DSL,Month-to-month,Mailed check,70.16,353.03,No
0385-CHURN,Female,0,Yes,No,41,Yes,DSL,Two year,Electronic check,71.33,2931.41,No
0386-CHURN,Female,0,No,No,7,Yes,Fiber optic,Month-to-month,Electronic check,103.82,731.21,Yes
0387-CHURN,Male,0,Yes,No,2,Yes,No,Two year,Credit card,30.55,61.93,No
0388-CHURN,Male,1,No,No,23,Yes,DSL,Two year,Credit card,65.02,1499.43,No
0389-CHURN,Female,0,No,Yes,60,Yes,Fiber optic,Two year,Bank transfer,112.83,6697.42,No
0390-CHURN,Female,0,Yes,Yes,31,Yes,Fiber optic,One year,Credit card,100.22,3071.22,No
0391-CHURN,Female,0,Yes,No,10,Yes,DSL,One year,Electronic check,74.77,756.45,No
0392-CHURN,Male,0,Yes,No,62,Yes,DSL,Two year,Bank transfer,75.38,4719.51,No
0393-CHURN,Male,0,No,Yes,67,Yes,DSL,One year,Bank transfer,63.29,4220.59,No
0394-CHURN,Female,0,No,No,2,Yes,No,One year,Credit card,32.15,63.73,No
0395-CHURN,Male,0,No,No,5,Yes,No,Month-to-month,Electronic check,31.24,157.33,Yes
0396-CHURN,Female,0,Yes,No,54,Yes,DSL,Two year,Bank transfer,64.45,3441.08,No
0397-CHURN,Female,1,No,Yes,8,Yes,Fiber optic,Month-to-month,Credit card,117.96,969.91,Yes
0398-CHURN,Male,0,No,No,50,Yes,No,One year,Mailed check,31.08,1563.0,No
0399-CHURN,Female,1,Yes,No,2,Yes,Fiber optic,Month-to-month,Mailed check,106.02,213.21,Yes
0400-CHURN,Female,0,No,No,60,No,DSL,Two year,Credit card,66.28,3890.03,No
0401-CHURN,Male,0,Yes,Yes,67,Yes,DSL,Two year,Electronic check,63.62,4290.58,No
0402-CHURN,Female,0,Yes,Yes,7,Yes,Fiber optic,Month-to-month,Electronic check,112.35,776.77,Yes
0403-CHURN,Female,0,No,No,21,Yes,Fiber optic,Two year,Electronic check,100.87,2112.15,No
0404-CHURN,Female,0,Yes,No,69,Yes,Fiber optic,One year,Bank transfer,109.05,7541.7,No
0405-CHURN,Male,0,No,No,68,Yes,Fiber optic,One year,Credit card,99.92,6785.57,No
0406-CHURN,Female,0,No,No,60,Yes,DSL,Two year,Bank transfer,73.19,4472.92,No
0407-CHURN,Male,0,Yes,No,28,Yes,DSL,Month-to-month,Mailed check,69.97,1912.08,No
0408-CHURN,Male,0,No,Yes,8,Yes,No,Month-to-month,Credit card,28.03,219.76,No
0409-CHURN,Female,0,No,No,69,No,No,Two year,Mailed check,18.36,1240.77,No
0410-CHURN,Male,0,Yes,Yes,64,Yes,Fiber optic,Two year,Credit card,112.06,7308.18,No
0411-CHURN,Male,0,Yes,No,66,Yes,DSL,One year,Credit card,68.99,4449.04,No
0412-CHURN,Female,1,Yes,No,8,Yes,Fiber optic,Month-to-month,Mailed check,111.44,916.74,Yes
0413-CHURN,Female,0,Yes,No,19,Yes,Fiber optic,Month-to-month,Electronic check,105.8,2066.79,Yes
0414-CHURN,Female,0,Yes,Yes,3,No,Fiber optic,Month-to-month,Electronic check,95.23,294.12,Yes
0415-CHURN,Female,0,Yes,Yes,11,No,No,Month-to-month,Mailed check,22.27,252.02,No
0416-CHURN,Male,0,Yes,No,24,No,DSL,Two year,Bank transfer,65.82,1546.41,No
0417-CHURN,Male,1,No,No,67,Yes,Fiber optic,Two year,Electronic check,116.4,7872.46,No
0418-CHURN,Male,0,Yes,No,45,Yes,DSL,Two year,Electronic check,75.35,3370.34,No
0419-CHURN,Female,0,No,No,12,Yes,Fiber optic,One year,Bank transfer,100.55,1223.38,No
0420-CHURN,Female,0,No,No,4,No,Fiber optic,Two year,Mailed check,89.33,355.3,No
0421-CHURN,Female,0,No,No,67,Yes,Fiber optic,Two year,Bank transfer,99.17,6597.84,No
0422-CHURN,Female,1,Yes,Yes,10,Yes,DSL,Month-to-month,Bank transfer,77.7,795.83,No
0423-CHURN,Male,0,No,No,3,No,Fiber optic,Month-to-month,Mailed check,98.02,293.96,Yes
0424-CHURN,Male,0,No,No,53,Yes,No,Two year,Credit card,28.58,1536.53,No
0425-CHURN,Male,0,No,No,56,Yes,Fiber optic,Two year,Bank transfer,108.89,6152.69,No
0426-CHURN,Female,0,Yes,No,27,Yes,DSL,Month-to-month,Bank transfer,73.65,2007.37,No
0427-CHURN,Male,0,Yes,Yes,38,Yes,No,One year,Electronic check,28.47,1072.07,No
0428-CHURN,Female,0,No,Yes,12,Yes,DSL,Month-to-month,Mailed check,68.2,806.24,No
0429-CHURN,Male,0,Yes,Yes,1,Yes,Fiber optic,Month-to-month,Bank transfer,101.76,104.11,No
0430-CHURN,Male,1,Yes,No,72,Yes,Fiber optic,Two year,Electronic check,117.51,8219.38,No
0431-CHURN,Male,0,Yes,No,9,Yes,DSL,Month-to-month,Bank transfer,67.77,597.96,No
0432-CHURN,Female,0,No,No,7,No,Fiber optic,Month-to-month,Electronic check,101.81,696.97,No
0433-CHURN,Female,0,No,Yes,34,Yes,Fiber optic,One year,Electronic check,116.37,4063.26,No
0434-CHURN,Male,1,Yes,Yes,70,Yes,DSL,One year,Mailed check,75.95,5158.61,No
0435-CHURN,Male,0,No,Yes,21,Yes,Fiber optic,Month-to-month,Electronic check,105.88,2157.85,No
0436-CHURN,Female,0,No,No,4,Yes,DSL,Month-to-month,Electronic check,67.66,266.2,Yes
0437-CHURN,Male,0,No,Yes,53,Yes,Fiber optic,One year,Mailed check,114.18,5971.33,No
0438-CHURN,Female,0,No,Yes,7,Yes,DSL,Month-to-month,Bank transfer,66.08,464.22,No
0439-CHURN,Female,0,No,No,8,Yes,DSL,Month-to-month,Mailed check,73.76,606.41,Yes
0440-CHURN,Male,0,No,No,65,Yes,DSL,Two year,Electronic check,75.53,4899.15,No
0441-CHURN,Male,0,Yes,No,68,Yes,DSL,Two year,Electronic check,75.74,5085.05,No
0442-CHURN,Female,0,No,Yes,13,Yes,Fiber optic,Month-to-month,Mailed check,98.18,1300.62,Yes
0443-CHURN,Male,0,Yes,No,10,Yes,Fiber optic,Month-to-month,Bank transfer,108.0,1072.6,Yes
0444-CHURN,Male,1,Yes,No,7,Yes,Fiber optic,Month-to-month,Credit card,105.15,720.23,No
0445-CHURN,Female,1,No,Yes,60,Yes,DSL,Two year,Mailed check,77.68,4743.18,No
0446-CHURN,Female,0,No,Yes,55,Yes,DSL,Two year,Bank transfer,71.16,3796.95,No
0447-CHURN,Female,0,No,No,60,No,Fiber optic,Month-to-month,Credit card,96.55,5690.5,No
0448-CHURN,Female,0,Yes,No,68,Yes,Fiber optic,Two year,Electronic check,102.89,7053.25,No
0449-CHURN,Male,0,Yes,Yes,21,Yes,Fiber optic,Month-to-month,Electronic check,114.91,2355.55,Yes
0450-CHURN,Male,0,No,No,49,Yes,No,Two year,Mailed check,29.6,1429.15,No
0451-CHURN,Female,0,Yes,No,60,Yes,No,Month-to-month,Bank transfer,32.13,1915.46,No
0452-CHURN,Female,0,No,Yes,62,Yes,DSL,Two year,Electronic check,76.37,4705.51,No
0453-CHURN,Male,0,Yes,No,61,Yes,DSL,One year,Mailed check,63.87,4006.59,No
0454-CHURN,Female,0,Yes,No,48,Yes,No,Two year,Electronic check,30.55,1481.85,No
0455-CHURN,Male,0,No,No,64,Yes,DSL,Two year,Bank transfer,69.31,4312.62,No
0456-CHURN,Male,0,Yes,No,9,No,Fiber optic,Month-to-month,Electronic check,95.86,848.32,Yes
0457-CHURN,Male,0,Yes,Yes,46,No,No,Two year,Credit card,19.86,919.94,No
0458-CHURN,Male,0,Yes,Yes,17,Yes,Fiber optic,One year,Electronic check,108.64,1870.53,Yes
0459-CHURN,Male,0,No,No,4,Yes,DSL,Month-to-month,Credit card,64.95,257.94,No
0460-CHURN,Male,0,No,No,7,Yes,Fiber optic,Month-to-month,Mailed check,115.43,825.3,Yes
0461-CHURN,Male,0,Yes,No,12,Yes,Fiber optic,Two year,Credit card,109.16,1344.77,No
0462-CHURN,Female,1,Yes,No,15,Yes,No,One year,Credit card,29.74,449.15,No
0463-CHURN,Female,0,No,No,69,Yes,DSL,Two year,Electronic check,66.65,4616.07,No
0464-CHURN,Female,0,Yes,No,65,Yes,Fiber optic,Month-to-month,Electronic check,110.33,7279.37,No
0465-CHURN,Female,0,No,No,11,Yes,Fiber optic,Month-to-month,Bank transfer,113.73,1272.2,Yes
0466-CHURN,Male,1,Yes,No,66,Yes,DSL,Two year,Electronic check,69.61,4515.82,No
0467-CHURN,Male,1,Yes,No,4,Yes,DSL,Month-to-month,Credit card,77.77,310.77,Yes
0468-CHURN,Female,0,No,Yes,61,Yes,DSL,Two year,Electronic check,71.03,4319.16,No
0469-CHURN,Male,1,Yes,No,4,Yes,Fiber optic,One year,Electronic check,117.58,482.78,No
0470-CHURN,Female,0,No,No,22,Yes,No,One year,Electronic check,32.81,705.01,No
0471-CHURN,Male,0,Yes,Yes,60,Yes,DSL,Two year,Electronic check,72.0,4434.95,No
0472-CHURN,Female,0,Yes,No,65,Yes,DSL,Two year,Mailed check,71.72,4682.11,No
0473-CHURN,Male,0,No,No,3,Yes,Fiber optic,Month-to-month,Bank transfer,100.11,296.51,Yes
0474-CHURN,Female,1,Yes,No,32,Yes,DSL,Month-to-month,Bank transfer,76.94,2516.64,No
0475-CHURN,Female,0,No,Yes,11,No,Fiber optic,Month-to-month,Credit card,104.06,1113.78,No
0476-CHURN,Female,1,Yes,No,69,Yes,Fiber optic,One year,Electronic check,108.01,7371.73,No
0477-CHURN,Male,0,No,Yes,67,Yes,Fiber optic,Two year,Bank transfer,104.13,7082.42,No
0478-CHURN,Female,0,No,No,69,Yes,DSL,One year,Electronic check,75.58,5317.56,No
0479-CHURN,Female,0,Yes,Yes,3,Yes,DSL,Month-to-month,Electronic check,67.37,198.08,No
0480-CHURN,Female,0,No,No,1,Yes,Fiber optic,One year,Electronic check,108.84,111.72,No
0481-CHURN,Female,0,No,No,60,Yes,DSL,Two year,Credit card,65.98,3852.8,No
0482-CHURN,Female,0,Yes,No,69,Yes,No,One year,Bank transfer,32.02,2200.57,No
0483-CHURN,Male,1,No,No,66,Yes,Fiber optic,Two year,Bank transfer,113.06,7281.73,No
0484-CHURN,Female,0,No,No,66,Yes,DSL,Two year,Bank transfer,67.38,4339.74,No
0485-CHURN,Female,0,Yes,Yes,54,Yes,No,One year,Mailed check,28.59,1582.2,No
0486-CHURN,Female,0,Yes,Yes,16,No,DSL,One year,Mailed check,55.66,912.15,No
0487-CHURN,Male,0,Yes,Yes,8,Yes,Fiber optic,Month-to-month,Electronic check,110.33,888.74,No
0488-CHURN,Male,1,Yes,Yes,21,Yes,Fiber optic,One year,Electronic check,101.0,2180.34,No
0489-CHURN,Female,0,No,No,1,Yes,DSL,One year,Mailed check,67.8,67.76,No
0490-CHURN,Female,0,No,No,2,Yes,No,Month-to-month,Bank transfer,32.2,65.49,Yes
0491-CHURN,Male,0,No,Yes,5,Yes,No,Month-to-month,Electronic check,28.41,138.62,No
0492-CHURN,Female,0,Yes,No,43,Yes,Fiber optic,One year,Electronic check,109.62,4684.14,No
0493-CHURN,Male,0,Yes,No,72,Yes,Fiber optic,One year,Electronic check,106.0,7638.91,No
0494-CHURN,Male,0,No,Yes,4,Yes,No,Month-to-month,Mailed check,28.6,116.31,No
0495-CHURN,Male,0,No,No,60,Yes,Fiber optic,Two year,Bank transfer,108.19,6426.93,No
0496-CHURN,Male,0,No,No,51,Yes,DSL,Two year,Bank transfer,70.75,3712.24,No
0497-CHURN,Female,0,Yes,No,38,Yes,Fiber optic,One year,Bank transfer,105.56,4067.8,No
0498-CHURN,Male,0,Yes,No,9,Yes,No,Month-to-month,Electronic check,28.28,255.02,No
0499-CHURN,Female,0,Yes,No,10,Yes,No,Month-to-month,Credit card,29.03,287.35,No
0500-CHURN,Female,0,No,Yes,6,Yes,No,Month-to-month,Credit card,30.02,181.66,No
0501-CHURN,Female,0,Yes,No,48,Yes,DSL,Month-to-month,Electronic check,67.16,3257.15,No
0502-CHURN,Female,0,No,No,43,Yes,Fiber optic,One year,Bank transfer,101.21,4398.82,No
0503-CHURN,Male,1,No,No,35,Yes,DSL,Month-to-month,Credit card,70.3,2473.23,No
0504-CHURN,Female,0,Yes,No,43,Yes,Fiber optic,One year,Mailed check,105.95,4528.65,No
0505-CHURN,Female,0,No,No,12,Yes,Fiber optic,One year,Credit card,111.3,1360.98,Yes
0506-CHURN,Male,1,No,No,40,Yes,DSL,One year,Electronic check,71.41,2814.97,No
0507-CHURN,Female,0,No,No,10,Yes,Fiber optic,Month-to-month,Mailed check,101.39,1021.53,No
0508-CHURN,Female,0,Yes,No,70,Yes,DSL,Two year,Electronic check,73.31,5122.98,No
0509-CHURN,Female,0,Yes,No,1,Yes,DSL,Month-to-month,Electronic check,69.98,71.63,No
0510-CHURN,Female,0,Yes,No,31,Yes,Fiber optic,One year,Credit card,100.27,3125.26,No
0511-CHURN,Female,0,Yes,No,12,Yes,Fiber optic,Month-to-month,Electronic check,98.37,1205.63,Yes
0512-CHURN,Male,0,No,No,28,Yes,DSL,Month-to-month,Electronic check,72.4,2082.34,No
0513-CHURN,Female,1,No,No,12,Yes,DSL,One year,Mailed check,72.28,847.95,No
0514-CHURN,Female,0,Yes,Yes,16,Yes,DSL,One year,Credit card,75.31,1208.95,No
0515-CHURN,Male,0,No,Yes,59,Yes,Fiber optic,Two year,Electronic check,113.25,6835.69,No
0516-CHURN,Male,0,No,No,62,Yes,DSL,Month-to-month,Electronic check,76.16,4827.33,Yes
0517-CHURN,Male,0,Yes,No,5,Yes,Fiber optic,Month-to-month,Mailed check,103.85,509.78,Yes
0518-CHURN,Female,0,Yes,Yes,27,Yes,No,Two year,Credit card,30.07,810.98,No
0519-CHURN,Female,0,No,No,67,No,Fiber optic,Two year,Electronic check,89.24,5879.74,No
0520-CHURN,Male,0,No,No,41,Yes,Fiber optic,Two year,Mailed check,106.23,4459.13,No
0521-CHURN,Female,0,No,Yes,7,Yes,Fiber optic,One year,Mailed check,102.4,695.43,No
0522-CHURN,Male,1,Yes,Yes,37,Yes,DSL,Two year,Mailed check,75.08,2731.02,No
0523-CHURN,Female,1,Yes,No,20,Yes,DSL,Two year,Electronic check,72.84,1448.85,No
0524-CHURN,Female,0,Yes,Yes,59,Yes,Fiber optic,Two year,Credit card,113.63,6592.0,No
0525-CHURN,Female,0,No,No,70,Yes,No,Two year,Credit card,30.96,2228.78,No
0526-CHURN,Male,0,No,No,71,Yes,No,Two year,Credit card,30.99,2166.5,No
0527-CHURN,Male,1,Yes,No,34,Yes,No,Month-to-month,Mailed check,29.18,983.92,No
0528-CHURN,Male,0,No,No,71,Yes,No,Month-to-month,Electronic check,31.35,2182.32,No
0529-CHURN,Male,0,No,No,51,Yes,DSL,Two year,Electronic check,65.16,3408.23,No
0530-CHURN,Female,0,No,No,11,Yes,DSL,Month-to-month,Mailed check,67.14,734.61,No
0531-CHURN,Female,0,No,No,1,Yes,Fiber optic,Month-to-month,Credit card,101.6,100.15,Yes
0532-CHURN,Female,0,Yes,No,6,Yes,Fiber optic,Month-to-month,Credit card,116.99,691.25,Yes
0533-CHURN,Female,0,No,No,7,Yes,Fiber optic,Month-to-month,Credit card,115.96,815.89,No
0534-CHURN,Female,0,Yes,No,5,Yes,No,Month-to-month,Electronic check,32.37,166.49,Yes
0535-CHURN,Female,0,Yes,No,50,Yes,Fiber optic,Month-to-month,Bank transfer,117.2,6026.72,No
0536-CHURN,Female,0,No,No,5,Yes,Fiber optic,Month-to-month,Bank transfer,110.25,567.18,Yes
0537-CHURN,Female,0,No,Yes,55,Yes,DSL,Two year,Credit card,76.42,4174.51,No
0538-CHURN,Male,1,No,Yes,7,Yes,DSL,Month-to-month,Mailed check,67.38,483.39,Yes
0539-CHURN,Male,0,No,No,13,Yes,Fiber optic,Month-to-month,Electronic check,105.7,1369.52,Yes
0540-CHURN,Male,1,No,No,57,Yes,No,One year,Electronic check,30.33,1729.91,No
